DRG_DESC,STATE_DESC,DISCHARGES,AVERAGE_COVERED_CHARGES,AVERAGE_MEDICARE_PAYMENTS,AVERAGE_MEDICARE_REIMBURSEMENT
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,DC,16,400116.4375,129394.25,20382
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,AZ,17,298573.8824,55392.47059,31733.94118
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,MN,17,366251.2941,99010.70588,32298.94118
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,NC,19,321849.5263,80372.84211,25003.94737
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,PA,19,694677.3158,56444.26316,47008.78947
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,NY,23,578287.5217,96657.47826,83606.30435
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,GA,25,474079.32,65020.24,39311.44
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,IL,26,427170.6154,96133.73077,40676.80769
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,TX,28,520457.2857,71044.5,33801.78571
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,FL,33,431206.0909,65912.15152,39278.81818
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,CA,38,624606.5263,68962.23684,63026.42105
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,WI,39,393598.8205,114032.1282,31564.23077
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",DE,13,83951.84615,42917.30769,39994.15385
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NE,13,194071.1539,51030.92308,49046.07692
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MS,14,124318.9286,37581.21429,32287.71429
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",ND,15,141534.0667,37557.8,35733
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WV,16,199139,44161.25,37823.4375
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",DC,17,260582.1765,68423.17647,36562.94118
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AR,20,77323.8,32959.45,27102.5
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IA,21,146083.4762,45591.85714,40179.57143
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KS,25,178737.04,35005.12,34043.24
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CO,27,277286.3704,43787.07407,37987.77778
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OK,27,167304.4444,39280.22222,29808.44444
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AL,28,115228.8214,35531.75,31788.03571
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AZ,28,192385.1786,46913.03571,41012.92857
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CT,28,181159.1786,53239.75,39523.28571
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MD,32,83347.1875,76816.65625,74956.96875
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NJ,34,235100.1471,43687.41177,37530.97059
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MN,35,133531.5143,44633.71429,41058.4
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WI,36,147455.75,41783.36111,37081.63889
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OR,38,172961.5526,56835.44737,51561.47368
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WA,38,177207.4737,47654.97368,40579
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",LA,40,142032.425,44971.9,40824.4
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",SC,41,197114.3415,49792.70732,43067.78049
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",GA,43,143111.6512,39560.95349,34594.02326
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KY,45,167618.4,41407.26667,34988.4
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MO,45,142796.9556,37699.42222,33912.97778
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TN,48,190774.7917,42652,35183.60417
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",VA,48,216227.9375,52690.66667,43324.8125
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MA,71,150788.3803,52250.07042,44815.97183
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IN,73,178077.3836,41131.68493,36489.78082
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NC,74,193752.4324,55837.56757,47549.40541
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IL,80,148977.5125,41707.2125,37450.4875
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MI,80,147915.9625,46103.4,42615.9125
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OH,87,181881.2759,43126.28736,35864.67816
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NY,90,248842.8889,57704.45556,52122.48889
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",PA,99,287469.495,51248.25253,40568.24242
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",FL,119,193583.0672,38390.31092,32236.78151
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CA,134,381267.7239,66012.64925,59277.17164
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TX,141,174263.5674,41072.22695,35806.46099
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",WV,15,188166.6,38406.26667,34448.4
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",CO,16,183953.4375,29526.125,25491.1875
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",OK,20,234253.55,31237.95,28112.1
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",MS,21,99322.85714,30564.80952,22642.14286
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",AR,22,67676.04546,27733.40909,24588
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",IA,22,123274.1818,29879.18182,25826.36364
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",NE,23,145380.6087,29397.34783,27575.82609
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",CT,25,129261.76,35394.48,29849.16
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",UT,25,113395.2,35876.4,29715.36
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",NJ,26,183231.0769,33719.96154,27682.5
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",DC,27,195432.6296,39125.85185,26780.77778
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",OR,29,131719.8966,41204.06897,31567.17241
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",AZ,36,130452.25,38688.27778,25566.86111
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",KS,36,153275.8056,27115.94444,20747.58333
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",WA,36,187779.6667,39426.66667,32646.69444
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",WI,40,139873.7,36821.175,25795.325
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",KY,42,135564.3333,29424.83333,26003.11905
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",LA,43,109115.907,32913.51163,28408.27907
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",SC,48,167487.0208,49485.04167,30492.60417
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",VA,48,156036.4375,35367.1875,27297.79167
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",AL,50,135789.82,27097.78,21003.74
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",MO,51,106448.5098,26094.96078,23561.39216
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",IN,58,133923.069,29721.51724,23839.96552
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",MN,58,100934.8276,34024.06897,28796.5
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",TN,61,174332.5738,28977.37705,23522.96721
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",OH,63,148320.4762,30978.52381,25678.22222
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",MD,66,75930.57576,70124.74242,66491.5303
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",GA,75,123287.7733,30684.52,24077.36
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",MA,75,132886.92,42068.42667,37924.37333
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",NY,83,193906.0361,43292.3494,34838.15663
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",MI,84,114881.5238,34114.2381,29873.14286
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",NC,90,128449.8667,31773.13333,26106.98889
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",IL,93,144730.2473,42973.68817,28784.21505
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",FL,97,171540.299,33643.48454,26827.10309
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",PA,97,186571.9175,33752.54639,26278.5567
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",TX,98,132211.8674,29169.69388,23670.5
"012 - ""TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC""",CA,124,282721.0242,50550.97581,42036.80645
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MA,11,63535,22815.27273,20844.90909
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OH,12,101957,20848,15616.41667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MD,13,34907.46154,32175.46154,31255.15385
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MO,13,81276.46154,17221.61539,15199.53846
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OK,14,201639.4286,21418.64286,16453.64286
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",WI,14,70774.92857,26452.64286,13392.28571
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",LA,15,59664.53333,19095.8,16160.66667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",WA,15,126416.0667,30677.4,18643.86667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IL,17,81512.70588,20989.88235,16879.64706
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AR,21,53178.14286,19440.38095,16647.38095
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MN,21,72477.85714,29810.47619,18429.85714
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IN,22,94907.63636,22718.54546,13792.27273
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",VA,22,104177.5,23309.68182,13769
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",GA,23,63720.13044,17659.13044,15652.78261
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",PA,23,152000.3044,22898.26087,18603.95652
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",CA,24,176585.7083,30645.16667,23908.5
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MI,24,78234.41667,22141.5,16818.20833
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NC,26,57076.96154,19868.26923,16569.26923
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AL,28,111861.8571,18446.82143,13476.46429
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NY,29,109926.0345,27079.72414,23138.06897
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TX,29,94862.68966,25245.93103,20095.65517
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",FL,39,116400.7692,17249.58974,15356.89744
014 - ALLOGENEIC BONE MARROW TRANSPLANT,UT,11,373961.0909,121810.4546,112622.4546
014 - ALLOGENEIC BONE MARROW TRANSPLANT,FL,13,396781.4615,133417.2308,75214.15385
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AL,15,535851.2,124361.4667,92988.66667
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NE,15,333270.6667,90159.46667,85183.26667
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IA,16,411999.8125,121136.375,98474.6875
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CT,17,372040.7059,123912.5882,113970.7647
014 - ALLOGENEIC BONE MARROW TRANSPLANT,SC,17,336104.3529,106023,91794.05882
014 - ALLOGENEIC BONE MARROW TRANSPLANT,VA,19,504304.8947,177210.3684,83987
014 - ALLOGENEIC BONE MARROW TRANSPLANT,GA,23,302386.9565,94930.73913,85696.34783
014 - ALLOGENEIC BONE MARROW TRANSPLANT,KS,23,480657.1739,85672.30435,81815.69565
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CO,24,941598.3333,135206.2083,122290.25
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OH,26,401736.8846,104133.4615,86611.11539
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MN,27,416240.7037,158054.4815,134092.2593
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OR,27,257624.1111,110931.3333,102995.1111
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TN,27,461070.6296,88024.18519,84610.03704
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NC,28,322141.2143,108420.75,83892.35714
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NJ,29,591147.7241,127048.8966,118337.6552
014 - ALLOGENEIC BONE MARROW TRANSPLANT,WI,31,314169.2258,120452.7419,72816.90323
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MD,40,124876.125,115082.275,112762.75
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MO,40,415681.85,126835.2,105073.2
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TX,45,529855.0222,120682.8222,70723.26667
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AZ,46,395192,107417.9783,74052.97826
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MI,46,399608.4783,125810.5652,117634.3913
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IL,59,520401.2542,136680.8475,116429.3729
014 - ALLOGENEIC BONE MARROW TRANSPLANT,PA,59,481441.0848,117485.1695,98058.91525
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NY,60,538926.5,149531.8333,112188.5
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MA,78,413354.359,142703.9359,127656.0897
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CA,82,697248.9024,156545.4024,136043.9878
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MS,13,304589.3077,70835.53846,58619.69231
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,LA,15,401770.2,72827.4,51682.8
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CT,16,212664,64818.5625,56757.375
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KY,17,200412.1177,52868.05882,46945.35294
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,SC,17,136546.1765,47056.52941,42369.23529
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,SD,17,231712.1177,47438.23529,43821.47059
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IA,25,221454.24,62469.72,48065.96
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OK,25,288180.8,52003.08,43658.28
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,UT,26,169397.0385,60910.76923,55247.57692
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MD,31,64771.54839,59696.80645,58233.32258
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AL,34,233361.4118,53809.76471,38640.55882
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WA,34,242310.2059,65934.64706,51030.61765
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NE,36,257783.3056,56618.16667,53347.83333
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OH,44,226730.8182,55157.36364,47269.31818
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MN,47,146881.8298,65863.70213,58910.51064
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TN,47,184458.2766,43827.23404,39991.19149
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KS,49,217974.5306,44402.22449,42201.53061
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IN,51,233878.5294,56671.7451,52104.35294
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OR,51,165163.3333,67978.72549,58737.54902
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,VA,53,314357.6038,79110.24528,52607.96226
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AZ,66,168881.9546,55685.16667,41173.36364
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MA,66,228410.2879,70643.57576,64838.56061
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NC,67,164405.7612,58289.8806,47425.28358
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CO,69,341396.2899,61050.63768,43118.5942
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AR,70,197912.7571,63449.64286,52845.71429
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,FL,73,247451.9452,60756.91781,47206.32877
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NJ,73,201497.7945,59771.19178,49027.57534
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MO,74,232145.1622,64248.04054,57821.21622
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WI,74,170586.8108,59536.10811,49702.36487
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MI,88,165798.7046,55805.39773,49477.75
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,GA,96,142906.2813,57747.875,45175.44792
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TX,128,341396.7188,55679.85156,42792
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CA,135,426085.6074,85960.46667,74492.75556
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IL,145,197499.2621,62595.85517,53313.06897
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NY,147,310635.0272,84497.78912,66441.14966
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,PA,152,285495.454,75318.40132,50744.70395
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,TX,11,230675,29321.09091,25860
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,MN,15,142024.8667,46052.8,35967.93333
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,TN,15,146325.5333,33528.73333,21754.86667
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AR,12,281650.8333,69078.5,65243.58333
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,DE,12,301356.4167,112733.75,107927.4167
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CT,13,303683.4615,91177.61539,86925.92308
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,ME,13,226222.7692,83491.53846,80406.07692
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MS,13,206521.3077,64507.92308,60617.69231
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NE,13,276746.7692,81257,66481.07692
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,DC,14,520540.3571,106209.5,97513.64286
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KS,14,331226.4286,71216.28571,61162
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,UT,14,311601.0714,104830.6429,92187.5
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AL,16,278203.1875,64829.5625,55583.0625
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NV,16,647567.75,75643.25,73752.375
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WV,16,269581.75,91240.1875,62814.5625
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IA,19,281574.3684,74629.31579,69231.78947
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MD,20,140146.4,129299.55,126053.45
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OR,20,296609.8,104098.4,99520.85
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KY,23,375717.1739,76218.13044,72421.91304
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,LA,23,403955.2174,83722.21739,71473.34783
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OK,26,437281.8462,72807.38462,67403
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IN,27,320918.1852,78486.44444,65184.74074
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AZ,28,414219.6071,87571.25,82745.78571
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CO,28,544526.6786,85342.71429,80626.42857
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WI,29,358510.8621,98209.51724,91654.89655
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MN,34,252837.2941,85938.38235,77636.52941
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,SC,35,322309.7714,81056.42857,71403.37143
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MA,36,321855.8056,114822.3889,109176.2778
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MO,40,337940.35,75550.5,73711.65
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NJ,41,514209.6098,91925.29268,74102.48781
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,GA,42,324823.9524,86731.11905,66668.09524
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WA,43,473964.814,114095.3256,95774.46512
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,VA,44,316455.2046,101138.7727,70208.22727
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NC,47,273643.0213,85530.70213,74357.57447
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TN,47,304515.1277,67609.59575,58873.87234
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IL,53,367306.7736,92060.77359,79627.03774
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MI,53,278127.1509,86668.66038,77965.26415
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OH,75,370175.4933,84279.74667,72021.09333
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,PA,80,552119.4875,89285.4,76418.775
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NY,86,387854.5698,108607.8488,97699.86047
